feature,importance
item_Cattle,0.95730331541421
item_Sheep,0.03099845913027027
item_Goats,0.007516032271849048
prectotcorr_ann,0.0013397118836820565
prectotcorr_sum,0.0012804139655940496
t2m_range_ann,0.0009276143495935967
rh2m_ann,0.00041088834240719135
qv2m_ann,0.0001415361977343614
t2m_max_ann,8.202844465949882e-05
district_South Africa,0.0
